text_id,text,label,metadata__party,metadata__year,metadata__split
674,The Indian National Congress will give the highest priority to the passage of the following Bills :,no pledge,INC,2014,trn
940,BJP believes that the strategic gains acquired by India during the Atal Bihari Vajpayee regime on the nuclear programme have been frittered away by the Congress .,no pledge,BJP,2014,trn
197,A special programme for accelerating agticultural growth in these regions will be launched .,no pledge,INC,1999,trn
661,We will scrap the opaque Electoral Bond Scheme that was designed to favour the ruling party .,pledge,INC,2019,trn
114,We will reward businesses that create new jobs by lowering the effective direct tax rates and by lowering contributions to the CSR fund .,pledge,INC,2019,trn
513,We have determinedly taken substantive measures to ensure overall development of women and promote gender equality .,no pledge,BJP,2019,trn
842,We will ensure that government expenditure on healthcare and education will be doubled to 3 per cent of GDP and 6 per cent of GDP respectively by 2023–24 .,pledge,INC,2019,trn
407,"Congress promises to allocate sufficient funds to promote science, technology and innovation .",no pledge,INC,2019,trn
607,We will explore the possibility of direct central grants to Panchayats and Municipalities that was tried successfully in 1988 - 89 under the Government of Shri Rajiv Gandhi .,no pledge,INC,2019,trn
265,The fund will be raised from railway users and augmented by public - private partnerships .,pledge,BJP,2004,trn
307,"Implementation of a national E - Governance strategy will begin before August 15, 2004 .",no pledge,BJP,2004,trn
66,"In recent years, the Union Government has lost every semblance of credibility .",no pledge,BJP,2014,trn
189,We recognize that investment driven growth requires cheaper cost of capital .,no pledge,BJP,2019,trn
135,States of the Union where the percentage of population below the poverty line has increased during the last five decades shall receive special attention .,no pledge,BJP,1999,trn
1051,"With us, you will be sure of a bright future filled with hope for you and your children .",no pledge,INC,2019,trn
409,"After achieving unprecedented success through Mission Shakti, we are committed to ensuring that 'Gaganyaan' successfully demonstrates our scientific capabilities of executing a manned mission in space .",pledge,BJP,2019,trn
56,"At every step, they violated the discipline, restraint and sobriety so very essential for running a coalition smoothly .",no pledge,INC,2009,trn
790,We will launch multi - pronged 'water strategy' for reducing farmer's dependence on monsoon .,pledge,BJP,2014,trn
5,This is the India for which our Freedom Fighters gave their all .,no pledge,INC,2014,trn
725,69 Expand the Pradhan Mantri Shram Yogi Maandhan scheme to cover all small shopkeepers .,no pledge,BJP,2019,trn
862,The activities of the National Human Rights Commission will be given full support and encouragement .,no pledge,INC,1999,trn
25,It is the Congress that fought for and won India's freedom .,no pledge,INC,2004,trn
395,"Banks will be encouraged in every way to expand lending, particularly to agriculture, agro - industry, value - added agriculture, small - scale Industry and infrastructure .",no pledge,INC,2004,trn
695,"At the same time, the bottlenecks in transporting and exporting them have to be removed .",no pledge,BJP,2014,trn
917,"At the same time, durable and enduring confidence - building measures going beyond mere bus rides will be high on the agenda .",no pledge,INC,1999,trn
205,The pace of construction of new irrigation wells in the poorer districts of the country will be accelerared .,no pledge,INC,2004,trn
642,11 . We will continue to strongly advance and protect India’s interests in inter - national climate and other environmental negotiations .,no pledge,INC,2014,trn
46,We intend to invest in our human potential by focusing on the quality of our primary/secondary schools as well as expanding our tertiary education capacity .,no pledge,BJP,2019,trn
969,"Panchayats, Municipalities and NGOs will be supported to install sanitary napkin vending machines in schools, colleges and select public places .",no pledge,INC,2019,trn
355,All government agencies but particularly those that deal with citizens on a day - to - day basis must operate in a responsive and accountable manner .,no pledge,INC,2004,trn
260,The National Minorities Development Corporation and State Minorities Development Corporations will be made direct - lending institutions .,pledge,INC,2004,trn
231,"Congress promises to double the funding in 5 years for teaching, R&D, agriculture - related pure sciences and applied science and technology in the agricultural sector .",pledge,INC,2019,trn
620,Preventive health care by way of inoculation against diseases and dissemination of information will receive focussed attention .,no pledge,BJP,2009,trn
203,Immediate steps will be taken to ease the burden of debt and high interest rates on farm loans .,pledge,INC,2004,trn
86,We will focus on specific products in specific growth areas for exports and announce specific packages for horticulture and forticulture EoUs .,no pledge,BJP,1999,trn
50,It is the Congress's policies that made India the world's fourth largest economy by 1998 .,no pledge,INC,2004,trn
727,"Also, their skills will be upgraded through appropriate training programs .",no pledge,BJP,2014,trn
618,She is emerging as a power and connecting stakeholders in a multi - polar world .,no pledge,BJP,2019,trn
500,"Adequate number of community toilets, run on the pay - and - use principle, will be constructed within three years in every city .",no pledge,BJP,2004,trn
32,The Indian National Congress has always been in the forefront of the battle against those forces that seek to divide and fragment our society .,no pledge,INC,2009,trn
734,It is our aim to achieve enormous progress in the years to come .,no pledge,BJP,2019,trn
688,The Congress will strengthen bodies like the National Development Council and the Inter - State Council and make their functioning business - like and purposive .,no pledge,INC,1999,trn
553,We will establish a single point of contact and simplify the procedures to enable NRIs to invest in businesses in India .,pledge,INC,2019,trn
15,An atmosphere has been created for resolving all outstanding issues through dialogue .,no pledge,BJP,2004,trn
121,We recognise the need to create lakhs of lowskilled jobs in order to absorb young men and women who have completed only a few years in school .,no pledge,INC,2019,trn
135,Growth by itself is not sufficient for addressing the complex challenges that the country faces .,no pledge,INC,1999,trn
507,Self - Help Groups in India are already a big success story .,no pledge,BJP,2004,trn
182,"government will be redefined by elimination of whatever is obsolete in laws, regulations, administrative structures, practices and would be purposive .",no pledge,BJP,2014,trn
293,"We have made all efforts to make the experience of rail journey safe, smooth, clean and satisfying and have achieved great results .",no pledge,BJP,2019,trn
752,The Congress is open to dialogue and discussion with any group within the framework of the Constitution .,no pledge,INC,1999,trn
130,It will be our endeavour to assure them that they continue to remain esteemed and valuable members of society .,no pledge,BJP,1999,trn
190,This will be a high priority area for BJP that IT touches the lives of ordinary men and women .,no pledge,BJP,2014,trn
234,States will be given incentives to speed up restructuring of their road transport corporations .,pledge,BJP,2004,trn
663,We recognize the need for grassroots innovation and will ensure this initiative is well funded .,no pledge,INC,2014,trn
105,Their trial shall be fair and justice will be done to the victims swiftly .,no pledge,BJP,2009,trn
309,The Angel Tax imposed on Start - Ups will be withdrawn completely .,pledge,INC,2019,trn
374,Every tax payer will be subject to assessment by a single authority based upon turnover .,pledge,INC,2019,trn
465,Domestic IT hardware industry to be aggressively promoted to minimise dependence on imports .,no pledge,BJP,2009,trn
329,We will not hesitate to roll back any concessions and facilities not reciprocated by the counterparts .,no pledge,BJP,2009,trn
788,BJP remains committed to giving high priority to water security .,no pledge,BJP,2014,trn
671,17 Work towards increasing the number of seats in premier law institutes .,no pledge,BJP,2019,trn
1001,Congress promises to preserve wildlife habitats and manage and minimise human—wildlife conflict and award compensation for the loss of human lives .,no pledge,INC,2019,trn
207,"Immediately after forming the governments in Chhattisgarh, Madhya Pradesh and Rajasthan, as promised, the 3 Congress Governments waived the loans of farmers .",pledge,INC,2019,trn
649,Revisit laws for protecting forests and reserve parks to make them more effective in preventing encroachment and man - animal conflict .,no pledge,BJP,2009,trn
266,The eradication of poverty is the single most important objective of national development .,pledge,INC,1999,trn
345,"India's northeast demands and will receive special treatment with particular emphasis on roads, power, tourism, communication and handicrafts .",no pledge,INC,2004,trn
207,An intensive agricultural development programme for the 100 - odd districts In the arid and semi - arid regions of the country will be put In place .,pledge,INC,2004,trn
152,"Today, the challenge is to accelerate growth in all sectors of the economy, growth that will generate employment, remove poverty and create prosperity .",no pledge,INC,1999,trn
343,The programme will move from one stage to the other only after a ‘go ahead’ from the panel .,no pledge,INC,2019,trn
413,India has begun a whole new process of engagement with the countries of Africa where there is great appreciation of what India has to offer to them .,no pledge,INC,2009,trn
11,"A time to reinvent the politics as an instrument of social change based on conscience, competence, compassion and commitment .",no pledge,INC,2004,trn
935,These will be consolidated and steps taken to deepen the relationships .,no pledge,INC,1999,trn
836,"Immediate measures will be taken to drastically cut delays in courts, particularly in the High Courts and in lower levels of the judiciary .",no pledge,INC,1999,trn
432,Promotion of innovation by creating a comprehensive national system of innovation .,no pledge,BJP,2009,trn
180,To discourage poaching of Wild Life a Wild Life Anti - Poaching Authority shall be established .,pledge,BJP,1999,trn
198,"Similarly, implementation of One Nation, One Tax through GST has brought all businesses under single tax net .",no pledge,BJP,2019,trn
242,"The Indian National Congress is firmly committed to ensuring that farmers get, at a very minimum, market rates for the land that is acquired for industrial projects .",no pledge,INC,2009,trn
232,"Pradhan Mantri Gram Sadak Yojana : Linking all rural habitations with a population above 1,000 by 2005 ; linking all rural habitations with a population above 500 by 2007 .",pledge,BJP,2004,trn
526,BJP will set up a National Commission on Education to report in two years on the state of and the reforms needed .,pledge,BJP,2014,trn
753,The Indian National Congress is committed to the articulation and implementation of a robust and dynamic foreign policy .,no pledge,INC,2014,trn
560,Road Accidents will be halved within five years by strong willed political commitment to this Programme .,pledge,INC,2014,trn
707,Satellite towns will be developed with full infrastructure to ease the pressure on existing metros and big cities .,no pledge,INC,1999,trn
122,It has also introduced a cooked mid - day meal scheme in all primary schools that feeds 15 crore children every day .,no pledge,INC,2009,trn
173,Faster and broad - based economic growth is an essential pre - requisite for accelerating employment generation .,no pledge,INC,2004,trn
171,The objective will be to bring in transparency in Government's decision making process .,no pledge,BJP,2014,trn
404,"All reservation quotas, including those relating to promotions, will be sought to be filled on a time - bound basis .",pledge,INC,1999,trn
181,We will continue to protect and advance the interests of our defence personnel and ex - servicemen .,no pledge,INC,2014,trn
447,"Attractive career path needs to be planned for sportspersons providing security of career through jobs in government, PSUs and private sector .",no pledge,BJP,2014,trn
750,The NDA Government aims to make India a major sports power in the world .,no pledge,BJP,2004,trn
388,The Congress will ensure that disinvestment increases competition and consumer welfare .,no pledge,INC,2004,trn
621,A national programme will be launched to vaccinate adults and children against all forms of hepatitis .,pledge,BJP,2009,trn
540,"Both have a huge potential for further growth, including in the area of employment generation .",no pledge,BJP,2004,trn
561,Education and Training - Will review the role of various professional regulatory bodies in healthcare and consider setting up an overarching lean body for healthcare .,pledge,BJP,2014,trn
359,Enhanced oil production through increased exploitation of own resources as well as purchase of ownership in oil fields overseas .,pledge,BJP,2004,trn
463,"Traditional trading communities in Indian society, who have a wealth of knowledge and experience in this field, will be suitably encouraged .",pledge,BJP,2004,trn
341,"g . As the nominal GDP grows and families move out of poverty, the cost will decline as a proportion of GDP .",pledge,INC,2019,trn
320,"b . We must get government into addressing notable market failures through regulation (e . g . capital market, banking, etc . ) ; and",no pledge,INC,2019,trn
216,The Congress will ensure the fullest implementation of minimum wage laws for farm labour .,pledge,INC,2004,trn
450,A nation - wide assessment of the prevalence of this problem will be undertaken .,no pledge,INC,2014,trn
34,"At the national level, the BJP has sought to position itself as the main political rival of the Indian National Congress .",no pledge,INC,2009,trn
830,"The number of committees dealing with specialised subjects will be increased and their functioning made more consultative, time - bound and professional .",pledge,INC,1999,trn
241,"Academic excellence and professional competence would be the sole criteria for all appointments to bodies like the ICHR, ICSSR, UGC, NCERT, etc .",no pledge,INC,2004,trn
115,"The Indian National Congress piloted and passed the Street Vendors (Protection of Livelihood & Regulation) Act, 2014 .",no pledge,INC,2014,trn
865,We will expand the ASHA programme and appoint a second ASHA worker in all villages with a population exceeding 2500 persons .,pledge,INC,2019,trn
655,The Technology Development Board will be funded fully to support projects for commercialising indigenous R&D and public - private partnerships in key areas .,no pledge,INC,1999,trn
371,"To a large extent, deregulation, removal of laws that have outlived their utility or have not fulfilled their social purpose, transparency in party financing and state funding of elections will help .",no pledge,INC,2004,trn
315,"An initial set of identified schemes will be implemented, with public participation, by 2015 .",no pledge,BJP,2004,trn
553,The rapid expansion of infrastructure that India desperately needs requires the mobilisation of long - term finances .,no pledge,INC,1999,trn
984,We will significantly strengthen the National Clean Air Programme in order to urgently tackle the problem of pollution .,no pledge,INC,2019,trn
397,"Industry shall be persuaded to play a greater role than at present to prepare skilled manpower, which will be of mutual benefit .",no pledge,BJP,2009,trn
702,47 Increase the doctor - population ratio to 1 : 1400 .,no pledge,BJP,2019,trn
576,India’s power generation capacity more than doubled to 2 . 34 lakh MW over the past decade .,no pledge,INC,2014,trn
169,"We will address the issues concerning towns and cities including city governance, livelihoods, housing, habitat, pollution, climate change, urban transport and disaster management .",no pledge,INC,2019,trn
928,Set up four dedicated defence universities to meet the shortage of manpower .,pledge,BJP,2014,trn
818,We will create opportunities for senior citizens to do so .,no pledge,INC,2019,trn
85,We will further ease the movement of goods and people by constructing 14 more integrated check - posts by 2024 .,pledge,BJP,2019,trn
203,The nature and quality of growth is equally important to ensure that the gains of growth are equitably distributed .,no pledge,INC,2014,trn
376,to create sustainable employment for at least 10 lakh more people in the handloom sector .,pledge,BJP,2004,trn
677,"This is a part of our commitment to provide affordable super - specialty healthcare to the needy in different parts of the country, within or near their own states .",no pledge,BJP,2004,trn
542,It will also ensure that an independent regulator monitors the process of such allocation .,no pledge,INC,2014,trn
497,Building on these positive measures we will continue to pursue the course of holistic development and increased participation of women in society and economy .,no pledge,BJP,2019,trn
668,Congress promises to consult State Governments and reach a consensus on the police reforms directed by the Supreme Court in the Prakash Singh case .,no pledge,INC,2019,trn
527,The take - over code will be implemented in a transparent manner .,no pledge,INC,1999,trn
640,"Congress will establish, by law, an independent Judicial Complaints Commission to investigate complaints of misconduct against judges and recommend suitable action to Parliament .",pledge,INC,2019,trn
174,A vision of an India that is economically resurgent and that is creating at least 1 crore Jobs every year .,pledge,INC,1999,trn
276,"Make India proud of Indian products, and make Indian brands globally competitive .",no pledge,BJP,2009,trn
141,"We will enable development of young agri - scientists to take advantage of Artificial Intelligence, Machine Learning, Blockchain technology, Big Data analytics etc . for more predictive and profitable precision agriculture .",no pledge,BJP,2019,trn
206,But it will pursue an independent nuclear policy based on the following :,no pledge,BJP,2009,trn
691,We will ensure our police forces are well - trained and sensitive to the needs of the citizens .,no pledge,INC,2014,trn
921,Build a War Memorial to recognize and honour the gallantry of our soldiers .,pledge,BJP,2014,trn
601,Functioning of various Commissions and Finance Corporations for the development of SCs and STs will be improved .,no pledge,BJP,2004,trn
122,"Its focus on new yield - enhancing and cost - reducing agriculture practices, new seeds, etc .",pledge,BJP,2004,trn
237,The Congress pledges to raise public spending in education to at least 6% of GDP with at least half of this amount being spent in primary and secondary schools .,pledge,INC,2004,trn
95,"In a democracy, everyone is not only free, but also encouraged to voice his or her concerns .",no pledge,BJP,2014,trn
9,"A time to rekindle the flame of all - inclusive, composite, pluralistic nationalism .",no pledge,INC,2004,trn
249,10 . Implement the recommendations of the Financial Sector Legislative Reforms Commission that require no change in legislation and lay out a timeline for passing required legislation .,no pledge,INC,2014,trn
246,"The Integrated Child Development Services (ICDS) will be universalized to provide for a functional anganwadi in every settlement and full coverage, especially children below age of six .",pledge,INC,2004,trn
164,a . We will enact central legislation on the Scheduled Castes and Scheduled Tribes Sub Plans to ensure focused spending of funds on weaker sections .,pledge,INC,2014,trn
390,We will take further steps to preserve and promote our heritage .,no pledge,INC,2009,trn
499,"The gains made under our pioneering ‘Beti Bachao, Beti Padhao’ programme have been impressive .",no pledge,BJP,2019,trn
748,Nothing will be done or allowed to change the Constitutional position .,pledge,INC,2019,trn
676,Encourage Indian companies to go global and we will support Indian companies in this endeavor .,no pledge,BJP,2014,trn
170,We aspire to make India the third largest economy of the world by 2030 .,pledge,BJP,2019,trn
21,"In just 13 months, the Vajpayee Government set new parameters of purposeful governance .",no pledge,BJP,1999,trn
637,We recognise that containing global warming is essential to protecting life and security of people and environment .,no pledge,BJP,2009,trn
504,"On priority, a national modernization programme for madrasa's would be started .",pledge,BJP,2014,trn
767,"India's most formidable and serious challenge is economic development and social transformation in two of its most populous and poorest states, namely UP and Bihar .",no pledge,INC,1999,trn
618,Targets will be set for achieving significant reduction in maternal and infant mortality by improving the Janani Suraksha Yojana .,pledge,BJP,2009,trn
86,"A campaign will be launched to encourage drip irrigation, sprinkler irrigation and greenhouse technology .",pledge,BJP,2004,trn
650,The power and functions of the National Land Use Authority would be similar to those of other regulatory bodies .,pledge,BJP,2014,trn
384,Implementation of the mid - day meal scheme shall be revitalised on modern management lines .,no pledge,BJP,2009,trn
483,Congress promises to enhance border security by undertaking a number of measures .,no pledge,INC,2019,trn
92,"Today,the total value of India’s international trade stands at US $ 800 billion .",no pledge,INC,2014,trn
80,A pilot project on the use of technology to strengthen border security (Smart Fencing) was implemented in Dhubri (Assam) .,pledge,BJP,2019,trn
88,Our slogan for this campaign would be ‘More Crop per Drop’ .,pledge,BJP,2004,trn
777,Land reforms in these states have to be carried out more seriously .,no pledge,INC,1999,trn
221,"rationalization and convergence among the Ministries, departments and other arms of the Government will be ensured to focus on delivery .",no pledge,BJP,2014,trn
415,"For economic growth that brings prosperity first and foremost to rural India, vote Congress .",no pledge,INC,2004,trn
241,"Academic excellence and professional competence would be the sole criteria for all appointments to bodies like the ICHR, ICSSR, UGC, NCERT, etc .",no pledge,INC,2004,trn
935,"The public food distribution programmes (Mid - Day Meal Scheme, ICDS etc . ) will rely, as far as possible, on fresh produce .",no pledge,INC,2019,trn
568,"We will amend the Press Council of India Act, 1978 to strengthen the system of self - regulation, protect the freedom of journalists, uphold editorial independence and guard against government interference .",pledge,INC,2019,trn
296,Ensuring the utmost respect for elected women members and women office - bearers of the panchayats and nagarpalikas ;,no pledge,INC,1999,trn
117,Most of the plans had been finalized before the Congress demitted office .,no pledge,INC,2004,trn
520,The procedures to make appointments to senior positions shall be made transparent and merit and ability shall be the sole criterion .,no pledge,BJP,2014,trn
225,"Understanding that Justice Delayed is Justice Denied, we will adopt a multi - pronged approach to address the high pendency of cases in our judicial system .",no pledge,BJP,2014,trn
686,Handicrafts : We will move up the value chain of the sector driven by a focus on Quality .,no pledge,BJP,2014,trn
252,Exempt income up to Rs 3 lakh from Income Tax .,pledge,BJP,2009,trn
139,India has today a place of honour in every global forum .,no pledge,INC,2009,trn
875,The Congress pledges that it will never allow Kargil - type incidents to occur .,no pledge,INC,1999,trn
544,The Indian National Congress is committed to protecting the interests of labour through more progressive labour laws .,no pledge,INC,2014,trn
343,"By the year 2010, all of India must reach the quality of life indicators already achieved in some southern states of the country .",no pledge,INC,1999,trn
712,Andaman & Nicobar Islands and Lakshdweep Islands : The BJP is committed to the protection and integrated development of our island territories .,no pledge,BJP,2009,trn
111,"There will be special emphasis on massive infrastructure development, especially along the Line of Actual Control in Arunachal Pradesh and Sikkim .",no pledge,BJP,2014,trn
81,The consequences of this unabated illegal immigration are bound to be disastrous .,no pledge,BJP,2009,trn
163,"Sadak se Samriddhi (Road connectivity) : We will launch a massive ‘Rural Road Upgradation Programme’ to connect centres of education, healthcare centres, and markets with hinterlands to promote rural growth .",pledge,BJP,2019,trn
59,"The Prevention of Terrorism Act was scrapped ; investigations were halted ; and, prosecution was slowed down .",no pledge,BJP,2009,trn
181,"The Congress will revamp the functioning of the Khadi and Village Industries Commission (KVIC) so as to make it a modern, research - based, technology driven, customer - focussed organization .",no pledge,INC,2004,trn
146,We have given utmost importance to the dairy sector and have established Kamdhenu Aayog for the conservation of indigenous species of cows .,no pledge,BJP,2019,trn
371,"In order to ensure better implementation of policies and coordination, we will merge similar and complementary departments into sectoral ministries .",no pledge,BJP,2019,trn
518,"We will reduce the malnutrition level by at least 10% in the next five years, doubling the rate of reduction of malnourishment .",pledge,BJP,2019,trn
572,"7 . We are committed to investing in and upgrading the logistics, infrastructure and development of the port sector in India .",no pledge,INC,2014,trn
286,Planned fleet acquisition program of Indian Airlines and Air India will be completed before the end of 2004 .,pledge,BJP,2004,trn
512,The content should be designed to prepare the students to understand the current challenges and equip themselves to be able to readily adjust in a fast changing global scenario .,no pledge,BJP,2014,trn
109,We will further expand the coverage of the scheme to all the farmers in the country .,pledge,BJP,2019,trn
235,"With market fluctuation and manipulation, as it happened in 2008, this makes us vulnerable to external factors .",no pledge,BJP,2009,trn
578,"Under our government, there has been a 42% growth in the National Minimum Wage .",no pledge,BJP,2019,trn
787,We will address this in a comprehensive manner across multiple dimensions .,no pledge,BJP,2014,trn
920,Historic confidence - building measures in relation to China were taken by previous Congress governments .,no pledge,INC,1999,trn
200,"This will cover irrigation, electrification, godowns, marketing, research and extension .",pledge,INC,2004,trn
465,Strictct measures will be taken against female infanticide and foeticide .,no pledge,INC,1999,trn
46,"The BJP is proud that it is seeking the people’s mandate in the 2009 general election, along with its allies in the NDA, under the leadership of Shri Advani .",no pledge,BJP,2009,trn
735,"In order to enable SCs, STs and OBCs to compete as equals, Congress will require public schools to offer English as a language of study in Classes VI to XII .",pledge,INC,2019,trn
651,"India will be marketed as a major destination for research, development and engineering .",no pledge,INC,1999,trn
630,It will work with other countries to push for faster dismantling of controls on trade in textiles and agriculture .,no pledge,INC,1999,trn
668,Internet use will be expanded and be taken down to all towns and villages as well .,pledge,INC,1999,trn
695,40 Work towards equipping all main railway stations with Wi - Fi facility .,no pledge,BJP,2019,trn
301,Promote nature - friendly cultivation and incentivise organic farming to arrest soil quality depletion .,no pledge,BJP,2009,trn
819,couraged to set up similar missions . Every town will prepare a heritage conservation mission .,pledge,BJP,2004,trn
650,This will serve as a proof of identity and proof of residence .,no pledge,INC,2014,trn
